特賞フラグ,特賞名,代表者,荷受NO,品名,鉢ｻｲｽﾞ,入数,都道府県名
75,埼玉県花き園芸組合連合会会長賞,吉岡　麗子,126894,ﾎﾟｲﾝｾﾁｱ,3,,埼玉県
76,千葉県花き園芸組合連合会会長賞,高橋　康弘,127146,ｼｸﾗﾒﾝ(ﾌﾞﾙｰ),5,,千葉県
77,新潟県花木振興協議会会長賞,笹川　隆,127453,ﾌﾟﾘﾝｾﾁｱ'ﾋﾟｭｱﾎﾜｲﾄ',6,,新潟県
78,長野県鉢花園芸組合組合長賞,宮澤　健一,127973,ｼｸﾗﾒﾝ'ｶﾝﾊﾟｰﾅ'(ｼﾘｰｽﾞ),6,,長野県
79,静岡県鉢物生産振興会会長賞,桜井　収一,123211,ｶﾛﾗｲﾅｼﾞｬｽﾐﾝ,5,,静岡県
80,とくしまの花振興協会会長賞,一楽　正義,125709,CYM 'ｷﾏｸﾞﾚｳﾞｨｰﾅｽ',6.5,,徳島県
81,福岡県花き園芸連合会会長賞,草場　利勝,126000,CYM ﾌｧｲｱｰﾋﾞﾚｯｼﾞ'ﾜｲﾝｼｬﾜｰ',7,,福岡県
82,熊本県花き協会会長賞,宮川　政友,122494,PHAL ﾐｷｽﾏｲﾙ,7,,熊本県
83,宮崎県花き生産者連合会会長賞,中原　常和,123988,DTPS 'ﾊｯﾋﾟｰｽﾄﾘｰﾑ',8,,宮崎県
86,(一社)日本花き卸売市場協会会長賞,松村　秀彦,127459,PHAL ｱﾏﾋﾞﾘｽ'ｷﾝｸﾞ',8,,山梨県
87,(一財)日本花普及センター会長賞,森尾　道正,125642,CYM ﾙﾋﾞｰｱｲ,10,,高知県
88,愛知園芸商組合理事長賞,菊池　武,126652,ｼｸﾗﾒﾝ'ﾚｼﾞｰﾅ ﾎﾜｲﾄ',6,,岩手県
90,(公社)園芸文化協会会長賞,岡本　尚之,127012,ﾐﾆｼｸ'ﾌｧﾝｼｰﾌﾘﾙ'(ｼﾘｰｽﾞ),4,,千葉県
91,（一社）日本ハンギングバスケット協会理事長賞,立光　一孝,123279,DENP ﾁｪﾘｰｿﾝｸﾞ,10,,長崎県
92,ＮＨＫ出版賞,椎名　正樹,121780,PHAL ﾃﾝｼﾉﾊｺﾞﾛﾓ,8,,千葉県
96,東海地域花き普及・振興協議会会長賞,登坂　初夫,127118,ｱｯｻﾑﾆｵｲｻﾞｸﾗ'ｺｺ',5,,群馬県
97,豊成会会長賞,富岡　和彦,125995,ﾍﾞｺﾞﾆｱ'ﾗﾌﾞﾐｰ'(ｼﾘｰｽﾞ),5,,佐賀県
98,豊和会会長賞,森尾　文忠,125666,CYM 'ｲﾁｺﾞﾉｼｽﾞｸ',7,,高知県
99,豊明花き（株）社長賞,西川　正美,125832,CYM ﾌｧﾝﾀｽﾃｨｯｸｶﾞｰﾙ'ﾘﾝﾀﾞ',7,,香川県
100,日本植物運輸（株）社長賞,山岸　浩志,127022,ｼｸﾗﾒﾝ,6,,千葉県
