特賞フラグ,特賞名,代表者,荷受NO,品名,鉢ｻｲｽﾞ,入数,都道府県名
46,宮崎県知事賞,桑畑　新一,488818,PHAL 'ｻｸﾗﾋﾒ',8,1,宮崎県
47,北海道鉢花生産組合組合長賞,高橋　学,493007,ｼｸﾗﾒﾝ'ﾋﾗﾘ ｱｶﾌﾞﾄﾞｳ',6,1,北海道
48,福島県鉢花生産者協議会会長賞,渡部　雅幸,493178,ﾊﾎﾞﾀﾝ'ﾌﾟﾗﾁﾅｹｰﾙ',6,1,福島県
49,群馬県園芸協会会長賞,峯崎　宏之,493024,ﾐﾆｼｸ'ﾌｪｱﾘｰﾋﾟｺﾀﾞﾌﾞﾙ'(ｼﾘｰｽ,6,1,群馬県
50,茨城県花き園芸協会会長賞,佐藤　又エ門,493299,ﾌﾟﾘﾝｾﾁｱ(ｼﾘｰｽﾞ),11,1,茨城県
51,(一社)とちぎ農産物ﾏｰｹﾃｨﾝｸﾞ協会会長賞,福田　政一,493419,ｼｸﾗﾒﾝ'ｶﾝﾊﾟｰﾅ ﾋﾟﾝｸ',6,1,栃木県
52,埼玉県花き園芸組合連合会会長賞,高橋　義治（ＪＡ深谷）,492960,ﾎﾟｲﾝ'ｲﾁﾊﾞﾝ',4,6,埼玉県
53,千葉県花き園芸組合連合会会長賞,山岸　浩志,493119,ｼｸﾗﾒﾝ(ﾋﾟﾝｸ),6,1,千葉県
54,新潟県花木振興協議会会長賞,笹川　隆,493295,ﾎﾟｲﾝ'ｺﾞｰﾙﾄﾞ',8,2,新潟県
55,長野県鉢花園芸組合長賞,青木　秀行,494636,CYM ｴﾝｻﾞﾝｽﾌﾟﾘﾝｸﾞ'ﾊﾚﾙﾔ',7,2,長野県
56,静岡県鉢物生産振興会会長賞,西浦　弘之,493738,CYM 'ﾊﾙｲﾛﾉｺｲ',7,1,静岡県
57,とくしまの花振興協会会長賞,阿部　勉,491946,CYM ﾐｶｴﾙ,6,2,徳島県
58,福岡県花き園芸連合会会長賞,坂田　稔,492164,PHAL ｷｬﾝﾃﾞｨｰｸｲｰﾝ,7.5,1,福岡県
59,熊本県花き協会会長賞,藤永　良憲,492871,DENP 'ﾊﾙｶ',7,2,熊本県
60,宮崎県花き生産者連合会会長賞,近藤　邦浩,488638,PHAL ｿｰｺﾞﾕｷﾃﾞｨｱﾝ'V3',8,1,宮崎県
61,(一社)日本花き卸売市場協会会長賞,坂本　和盛,491941,ｼｸﾗﾒﾝ,7,1,福岡県
62,(一財)日本花普及センター会長賞,北尾　健一郎,491937,DENP ﾗｯｷｰ,11,1,長崎県
63,愛知園芸商組合理事長賞,立光　一孝,491935,DENP ﾁｪﾘｰｿﾝｸﾞ,9,1,長崎県
64,(公社)園芸文化協会会長賞,前田　浩二,490559,CYM ﾋﾟｭｱﾌﾗﾜｰ'ｺｲﾉﾖｶﾝ',7,1,香川県
65,(一社)日本ハンギングバスケット協会理事長賞,大竹　敏彦,489020,CYM ﾗｰｳｨｯｸ'ｾﾂｹﾞｯｶ',6,1,山梨県
66,ＮＨＫ出版賞,加藤　芳夫,490972,CYM 'ｴﾒﾗﾙﾄﾞﾌｪｻﾞｰ',8,1,神奈川県
67,東海地域花き普及･振興協議会会長賞,落合　成光,490486,ﾀﾞﾘｱ,5,6,奈良県
68,豊成会会長賞,谷田部　元照,490517,ﾎﾟｲﾝ'ｼｬｰﾍﾞｯﾄ'(ﾗｲﾑｸﾞﾘｰﾝ),5,3,栃木県
69,豊和会会長賞,山本　茂,490541,CYM ﾌｧｲｱｰﾋﾞﾚｯｼﾞ'ﾜｲﾝｼｬﾜｰ',7,1,香川県
70,豊明花き(株)社長賞,川村　一徳,493396,ｸﾘｽﾏｽﾛｰｽﾞ N.'ｳｨﾝﾀｰﾍﾞﾙ',5,6,栃木県
71,日本植物運輸(株)社長賞,永岡　洋倫,493401,ｼｸﾗﾒﾝ'ﾌﾟﾚﾐｱﾑｱﾊﾞﾆｺ'(ｼﾘｰｽﾞ,5,2,栃木県
72,(株)花卉園芸新聞社賞,塩原　卓哉,493090,ﾎﾟｲﾝ'ﾋﾞｼﾞｮﾝｵﾌﾞｸﾞﾗﾝﾃﾞｰﾙ',4,6,埼玉県
73,(株)誠文堂新光社｢農耕と園芸｣賞,中里　寛,493043,ｼｸﾗﾒﾝ(ﾋﾟﾝｸ),6,1,群馬県
101,努力賞,丸山　盛芳,494599,CYM ｱﾝｼﾞｪﾘｺ'ｱﾆﾊﾞｰｻﾘｰﾙｰｼﾞ,7,1,長野県
